locus_name	id	strand	chrom	start	end	strand	nfeats	width	model_cov	ltr5_model	int_model	ltr3_model	family
HERVL_2q35a	HERVL_0155	prototype	chr2	221401545	221408461	-	5	6916	5995	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_2q35b	HERVL_0156	oneside	chr2	221469759	221471581	-	2	1822	1340		HERVL-int	MLT2A2	HERVL
HERVL_2q36.1a	HERVL_0157	oneside	chr2	223299770	223304080	-	2	4310	3927		HERVL-int	MLT2A1	HERVL
HERVH_2q36.1a	HERVH_0191	prototype	chr2	224053497	224060223	-	8	6726	5101	LTR7	HERVH-int	LTR7	HERVH
HERVL_2q36.1b	HERVL_0158	prototype	chr2	224160641	224167654	+	4	7013	5652	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVH_2q36.1b	HERVH_0192	prototype	chr2	224952070	224958232	-	5	6162	5371	LTR7	HERVH-int	LTR7	HERVH
HERVH_2q36.1c	HERVH_0193	prototype	chr2	225090047	225095703	+	8	5656	4890	LTR7	HERVH-int	LTR7	HERVH
HERVH_2q36.1d	HERVH_0194	prototype	chr2	225161349	225167080	+	8	5731	4890	LTR7	HERVH-int	LTR7	HERVH
HERVL_2q36.3	HERVL_0159	prototype	chr2	230984303	230987722	+	3	3419	2591	MLT2A1	HERVL-int	MLT2A1	HERVL
HML5_2q37.1	HML5_0016	prototype	chr2	231955715	231966136	-	6	10421	5371	LTR22C	HERVK22-int	LTR22C	HML5
HERVE_2q37.1	HERVE_0011	prototype	chr2	232265422	232273554	+	4	8132	7135	LTR2C	HERVE-int	LTR2C	HERVE
HERVH_2q37.1a	HERVH_0195	oneside	chr2	232295596	232297105	-	4	1509	1291		HERVH-int	LTR7C	HERVH
HERVH_2q37.1b	HERVH_0196	prototype	chr2	234123445	234126467	-	8	3022	2136	LTR7B	HERVH-int	LTR7B	HERVH
HERVL_2q37.3	HERVL_0160	internal	chr2	238152632	238155655	-	1	3023	3075		HERVL-int		HERVL
HERVH_2q37.3	HERVH_0197	prototype	chr2	238515426	238521297	+	8	5871	4890	LTR7	HERVH-int	LTR7	HERVH
HERVW_2q37.3	HERVW_0040	oneside	chr2	239902210	239904102	-	5	1892	1413		HERV17-int	LTR17	HERVW
HERVL_3p26.3a	HERVL_0161	prototype	chr3	482041	488546	-	3	6505	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVE_3p26.3	HERVE_0012	prototype	chr3	888606	895616	+	7	7010	6309	LTR2C	HERVE-int	LTR2C	HERVE
HERVH_3p26.3a	HERVH_0198	prototype	chr3	932376	938096	-	7	5720	5047	LTR7	HERVH-int	LTR7	HERVH
HERVL_3p26.3b	HERVL_0162	oneside	chr3	1025429	1030340	-	3	4911	4481		HERVL-int	MLT2A1	HERVL
HERVH_3p26.3b	HERVH_0199	prototype	chr3	1282420	1286776	-	7	4356	3483	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVL_3p26.3c	HERVL_0163	internal	chr3	1963015	1968607	+	2	5592	5321		HERVL-int		HERVL
HERVL_3p26.2	HERVL_0164	prototype	chr3	3869789	3876685	-	6	6896	5652	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_3p26.1a	HERVL_0165	prototype	chr3	4168974	4175544	+	3	6570	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HERV9_3p26.1	HERV9_0051	oneside	chr3	4205702	4209372	-	2	3670	3068	LTR12F	HERV9-int		HERV9
HERVL18_3p26.1	HERVL18_0024	internal	chr3	5892309	5893638	-	2	1329	924		HERVL18-int		HERVL18
HERVL_3p26.1b	HERVL_0166	prototype	chr3	6050293	6057777	+	5	7484	5658	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVH_3p26.1a	HERVH_0200	oneside	chr3	6439273	6444762	+	5	5489	4981	LTR7	HERVH-int		HERVH
MER61_3p26.1	MER61_0057	prototype	chr3	8057146	8063015	-	6	5869	5242	MER61A	MER61-int	MER61A	MER61
HERVH_3p26.1b	HERVH_0201	prototype	chr3	8218717	8224403	+	8	5686	4890	LTR7	HERVH-int	LTR7	HERVH
HERVE_3p25.3a	HERVE_0013	internal	chr3	8711696	8717769	+	2	6073	2975		HERVE-int		HERVE
HERVE_3p25.3b	HERVE_0014	internal	chr3	8721387	8725510	+	2	4123	2520		HERVE-int		HERVE
PABLB_3p25.3a	PABLB_0009	internal	chr3	9618823	9621034	-	4	2211	819		PABL_B-int		PABLB
PABLB_3p25.3b	PABLB_0010	internal	chr3	9621327	9623589	-	2	2262	2184		PABL_B-int		PABLB
HML2_3p25.3	HML2_0013	prototype	chr3	9889345	9896236	-	5	6891	4986	LTR5_Hs	HERVK-int	LTR5_Hs	HML2
HERVI_3p25.1	HERVI_0008	prototype	chr3	14080588	14088818	-	3	8230	7742	LTR10B1	HERVI-int	LTR10B1	HERVI
HML6_3p25.1	HML6_0010	prototype	chr3	14266557	14271762	+	7	5205	4308	LTR3A	HERVK3-int	LTR3A	HML6
HERVH_3p24.3a	HERVH_0202	prototype	chr3	16785692	16791571	+	8	5879	4887	LTR7	HERVH-int	LTR7	HERVH
PABLB_3p24.3	PABLB_0011	prototype	chr3	16805336	16814038	+	5	8702	7034	PABL_B	PABL_B-int	PABL_B	PABLB
HERVL_3p24.3a	HERVL_0167	oneside	chr3	17631537	17636777	+	4	5240	4460		HERVL-int	MLT2A1	HERVL
HERV9_3p24.3a	HERV9_0052	prototype	chr3	17815753	17823898	+	4	8145	5765	LTR12_	HERV9-int	LTR12	HERV9
HERVL_3p24.3b	HERVL_0168	oneside	chr3	18561736	18563559	+	2	1823	1380		HERVL-int	MLT2A1	HERVL
HERVL_3p24.3c	HERVL_0169	oneside	chr3	18983293	18987669	+	3	4376	3898	MLT2A1	HERVL-int		HERVL
HERVW_3p24.3	HERVW_0041	oneside	chr3	19913256	19918133	-	3	4877	4467	LTR17	HERV17-int		HERVW
HERV9_3p24.3b	HERV9_0053	prototype	chr3	20310920	20317935	+	5	7015	4790	LTR12_	HERV9-int	LTR12_	HERV9
HML3_3p24.3	HML3_0035	prototype	chr3	20655874	20661982	-	4	6108	5095	MER9a2	HERVK9-int	MER9a2	HML3
HERVL_3p24.3d	HERVL_0170	internal	chr3	20914493	20918982	-	2	4489	2834		HERVL-int		HERVL
HERVH_3p24.3b	HERVH_0203	prototype	chr3	21009032	21014723	-	8	5691	4890	LTR7	HERVH-int	LTR7	HERVH
HERVL18_3p24.3	HERVL18_0025	internal	chr3	21138339	21141097	-	3	2758	2247		HERVL18-int		HERVL18
HERVH_3p24.3c	HERVH_0204	prototype	chr3	21230511	21235695	-	8	5184	4359	LTR7	HERVH-int	LTR7	HERVH
HERVH_3p24.3d	HERVH_0205	prototype	chr3	21419398	21424447	-	9	5049	4218	LTR7	HERVH-int	LTR7	HERVH
MER61_3p24.3	MER61_0058	prototype	chr3	21584128	21589737	+	7	5609	4489	MER61A	MER61-int	MER61A	MER61
HERVL_3p24.3e	HERVL_0171	prototype	chr3	22065420	22071833	+	6	6413	5405	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_3p24.3f	HERVL_0172	prototype	chr3	22557720	22559493	+	5	1773	683	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVH_3p24.2	HERVH_0206	prototype	chr3	26199142	26207066	-	4	7924	7546	LTR7	HERVH-int	LTR7	HERVH
MER61_3p24.1a	MER61_0059	internal	chr3	26862359	26866508	+	4	4149	4142		MER61-int		MER61
HERVW_3p24.1	HERVW_0042	oneside	chr3	27042514	27047901	+	5	5387	4486	LTR17	HERV17-int		HERVW
HERVH_3p24.1a	HERVH_0207	prototype	chr3	27591061	27595294	-	7	4233	3394	LTR7B	HERVH-int	LTR7B	HERVH
HERVH_3p24.1b	HERVH_0208	prototype	chr3	27640492	27644654	+	7	4162	3982	LTR7B	HERVH-int	LTR7B	HERVH
HERVL_3p24.1	HERVL_0173	prototype	chr3	28480656	28486718	-	3	6062	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
MER61_3p24.1b	MER61_0060	internal	chr3	30133341	30134423	-	2	1082	852		MER61-int		MER61
MER61_3p23	MER61_0061	prototype	chr3	31084169	31089241	+	5	5072	4336	MER61A	MER61-int	MER61A	MER61
HERVH_3p22.3a	HERVH_0209	prototype	chr3	32108958	32117579	+	3	8621	7712	LTR7B	HERVH-int	LTR7B	HERVH
HML6_3p22.3	HML6_0011	prototype	chr3	32128198	32131096	-	6	2898	1777	LTR3B	HERVK3-int	LTR3B	HML6
HERVL_3p22.3a	HERVL_0174	oneside	chr3	32249259	32250622	-	2	1363	831		HERVL-int	MLT2A2	HERVL
HERVH_3p22.3b	HERVH_0210	prototype	chr3	32502430	32508407	-	7	5977	5386	LTR7	HERVH-int	LTR7	HERVH
HERV9_3p22.3a	HERV9_0054	prototype	chr3	33487953	33496479	+	4	8526	5857	LTR12C	HERV9-int	LTR12C	HERV9
MER61_3p22.3a	MER61_0062	internal	chr3	33506634	33508114	-	2	1480	1054		MER61-int		MER61
HERV9_3p22.3b	HERV9_0055	prototype	chr3	34560195	34566093	-	6	5898	4114	LTR12	HERV9-int	LTR12	HERV9
HERVH_3p22.3c	HERVH_0211	oneside	chr3	34681947	34683973	-	7	2026	1547		HERVH-int	LTR7	HERVH
HERVL_3p22.3b	HERVL_0175	prototype	chr3	35182895	35184554	-	3	1659	690	MLT2A1	HERVL-int	MLT2A1	HERVL
MER61_3p22.3b	MER61_0063	oneside	chr3	35586346	35588695	-	3	2349	2101		MER61-int	MER61B	MER61
HERVH_3p22.3d	HERVH_0212	prototype	chr3	35915895	35921517	-	7	5622	5043	LTR7	HERVH-int	LTR7	HERVH
HERVH_3p22.2a	HERVH_0213	prototype	chr3	37246750	37251353	+	9	4603	3563	LTR7B	HERVH-int	LTR7B	HERVH
HERVH_3p22.2b	HERVH_0214	tandem	chr3	38111986	38125219	-	12	13233	9711	LTR7	HERVH-int	LTR7	HERVH
HERVW_3p22.2	HERVW_0043	prototype	chr3	38330908	38338816	-	5	7908	6330	LTR17	HERV17-int	LTR17	HERVW
HML3_3p22.2	HML3_0036	prototype	chr3	38462250	38468747	+	7	6497	5008	MER9B	HERVK9-int	MER9B	HML3
HERV9_3p22.2	HERV9_0056	prototype	chr3	38480037	38487949	-	5	7912	5713	LTR12	HERV9-int	LTR12	HERV9
HERVH_3p22.1a	HERVH_0215	prototype	chr3	39619322	39625109	-	8	5787	4887	LTR7	HERVH-int	LTR7	HERVH
HERVW_3p22.1	HERVW_0044	oneside	chr3	39699868	39701565	+	4	1697	1361		HERV17-int	LTR17	HERVW
HERVH_3p22.1b	HERVH_0216	prototype	chr3	40602386	40608169	+	7	5783	5049	LTR7	HERVH-int	LTR7	HERVH
HERVFRD_3p22.1	HERVFRD_0017	oneside	chr3	42937524	42941925	+	5	4401	3558		MER50-int	MER50C	HERVFRD
MER61_3p22.1	MER61_0064	internal	chr3	42965517	42966351	-	3	834	681		MER61-int		MER61
HERVH_3p21.31a	HERVH_0217	oneside*	chr3	44386149	44392802	-	7	6653	5373		HERVH-int	LTR7	HERVH
HERV9_3p21.31a	HERV9_0057	prototype	chr3	44585076	44592457	-	5	7381	5979	LTR12	HERV9-int	LTR12_	HERV9
MER61_3p21.31	MER61_0065	internal	chr3	44810139	44814955	-	1	4816	5822		MER61-int		MER61
HERVH_3p21.31b	HERVH_0218	oneside	chr3	44896515	44900870	-	3	4355	4049		HERVH-int	LTR7B	HERVH
HERVFRD_3p21.31	HERVFRD_0018	prototype	chr3	46041848	46048209	+	6	6361	4385	MER50	MER50-int	MER50	HERVFRD
HML6_3p21.31a	HML6_0012	prototype	chr3	46087645	46095966	-	4	8321	7178	LTR3A	HERVK3-int	LTR3A	HML6
HERVH_3p21.31c	HERVH_0219	prototype	chr3	46287765	46293556	-	8	5791	4890	LTR7	HERVH-int	LTR7	HERVH
HML6_3p21.31b	HML6_0013	oneside	chr3	46367446	46374897	+	3	7451	862	LTR3A	HERVK3-int		HML6
HERVH_3p21.31d	HERVH_0220	prototype	chr3	46368226	46374348	-	6	6122	5571	LTR7C	HERVH-int	LTR7C	HERVH
HML5_3p21.31	HML5_0017	internal	chr3	46374887	46377488	+	6	2601	1047		HERVK22-int		HML5
HERVH_3p21.31e	HERVH_0221	prototype	chr3	46429175	46434893	-	7	5718	4609	LTR7C	HERVH-int	LTR7C	HERVH
HERVL18_3p21.31	HERVL18_0026	prototype	chr3	46459046	46465391	-	4	6345	5727	LTR18A	HERVL18-int	LTR18A	HERVL18
HML6_3p21.31c	HML6_0014	prototype	chr3	46468033	46475121	+	7	7088	4550	LTR3A	HERVK3-int	LTR3A	HML6
HERVL_3p21.31a	HERVL_0176	oneside	chr3	46854823	46858044	-	4	3221	2467	MLT2A1	HERVL-int		HERVL
HERVL_3p21.31b	HERVL_0177	prototype	chr3	48045178	48052530	+	6	7352	5650	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVI_3p21.31	HERVI_0009	oneside	chr3	48314268	48315988	+	2	1720	1118	LTR10G	HERVI-int		HERVI
HERVW_3p21.31	HERVW_0045	oneside	chr3	48372015	48375292	-	6	3277	2982		HERV17-int	LTR17	HERVW
HERVH_3p21.31f	HERVH_0222	oneside	chr3	48760687	48767580	-	4	6893	5855	LTR7C	HERVH-int		HERVH
HML3_3p21.31	HML3_0037	prototype	chr3	49256572	49271511	+	5	14939	5163	MER9a3	HERVK9-int	MER9a3	HML3
HERV9_3p21.31b	HERV9_0058	prototype	chr3	49257777	49266689	-	8	8912	6495	LTR12	HERV9-int	LTR12	HERV9
HERVL_3p21.2	HERVL_0178	oneside	chr3	51164392	51170070	-	4	5678	5013		HERVL-int	MLT2A1	HERVL
HERVH48_3p21.2	HERVH48_0011	oneside	chr3	51565844	51568124	-	3	2280	1489	MER48	HERVH48-int		HERVH48
HERVI_3p21.2	HERVI_0010	internal	chr3	51771886	51776276	+	3	4390	3941		HERVI-int		HERVI
HERV9_3p21.2a	HERV9_0059	oneside	chr3	51776276	51781996	+	2	5720	5175	LTR12	HERV9-int		HERV9
MER61_3p21.2	MER61_0066	oneside	chr3	51875790	51880353	-	6	4563	3551	MER61A	MER61-int		MER61
HERV9_3p21.2b	HERV9_0060	prototype	chr3	51883818	51891079	+	6	7261	5196	LTR12	HERV9-int	LTR12	HERV9
HERVH_3p14.3a	HERVH_0223	prototype	chr3	54668510	54674231	-	8	5721	4891	LTR7	HERVH-int	LTR7	HERVH
HERVL_3p14.3	HERVL_0179	oneside	chr3	55294371	55298282	+	3	3911	3448	MLT2A1	HERVL-int		HERVL
HERVH_3p14.3b	HERVH_0224	oneside	chr3	57337829	57343143	+	6	5314	5089	LTR7	HERVH-int		HERVH
HERVH_3p14.3c	HERVH_0225	oneside	chr3	58578097	58581431	+	4	3334	2896		HERVH-int	LTR7B	HERVH
MER61_3p14.2	MER61_0067	prototype	chr3	60761031	60766810	+	5	5779	4595	MER61A	MER61-int	MER61A	MER61
HERVH_3p14.1	HERVH_0226	prototype	chr3	67088285	67094608	-	7	6323	5690	LTR7	HERVH-int	LTR7	HERVH
HERVL_3p14.1a	HERVL_0180	prototype	chr3	67884373	67888861	+	3	4488	3453	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_3p14.1b	HERVL_0181	internal	chr3	68490114	68491153	+	1	1039	1038		HERVL-int		HERVL
HERVL_3p13a	HERVL_0182	prototype	chr3	70025751	70032251	+	4	6500	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVH_3p13a	HERVH_0227	prototype	chr3	70483822	70489570	-	7	5748	5102	LTR7	HERVH-int	LTR7	HERVH
HERVL_3p13b	HERVL_0183	oneside	chr3	72029532	72032336	-	2	2804	2640		HERVL-int	MLT2A1	HERVL
HERVH_3p13b	HERVH_0228	prototype	chr3	72072276	72078051	+	6	5775	5261	LTR7	HERVH-int	LTR7	HERVH
HERV9_3p13	HERV9_0061	prototype	chr3	73201536	73208888	-	6	7352	4784	LTR12	HERV9-int	LTR12	HERV9
HERVW_3p12.3	HERVW_0046	prototype	chr3	74921983	74927237	-	5	5254	4386	LTR17	HERV17-int	LTR17	HERVW
HERVE_3p12.3a	HERVE_0015	prototype	chr3	75185332	75194016	+	6	8684	7679	LTR2C	HERVE-int	LTR2C	HERVE
MER61_3p12.3a	MER61_0068	oneside	chr3	75257810	75258668	+	2	858	548		MER61-int	MER61C	MER61
HERVE_3p12.3b	HERVE_0016	internal	chr3	75411025	75415080	-	1	4055	4057		HERVE-int		HERVE
HERVH_3p12.3a	HERVH_0229	prototype	chr3	75519056	75524834	-	7	5778	5096	LTR7	HERVH-int	LTR7	HERVH
HERVS71_3p12.3	HERVS71_0005	prototype	chr3	75549387	75556618	-	6	7231	6257	LTR6B	HERVS71-int	LTR6B	HERVS71
HML2_3p12.3	HML2_0014	prototype	chr3	75600464	75609150	+	3	8686	7535	LTR5A	HERVK-int	LTR5A	HML2
HERVE_3p12.3c	HERVE_0017	internal	chr3	75653208	75657276	-	1	4068	4057		HERVE-int		HERVE
HML3_3p12.3	HML3_0038	oneside	chr3	75855371	75859289	-	5	3918	3347	MER9a2	HERVK9-int		HML3
HML1_3p12.3	HML1_0012	oneside	chr3	75859289	75861432	-	2	2143	1888	LTR14A	HERVK14-int		HML1
HERVH_3p12.3b	HERVH_0230	oneside	chr3	76583842	76587297	-	3	3455	3255	LTR7C	HERVH-int		HERVH
HERVL_3p12.3	HERVL_0184	prototype	chr3	77780211	77786221	-	5	6010	5086	MLT2A1	HERVL-int	MLT2A1	HERVL
MER61_3p12.3b	MER61_0069	prototype	chr3	78295452	78298915	+	6	3463	2798	MER61A	MER61-int	MER61A	MER61
HERVH_3p12.3c	HERVH_0231	oneside	chr3	78372803	78376934	+	3	4131	3733	LTR7	HERVH-int		HERVH
HERVH_3p12.3d	HERVH_0232	prototype	chr3	78630361	78638069	-	9	7708	4897	LTR7	HERVH-int	LTR7	HERVH
HERVH_3p12.3e	HERVH_0233	prototype	chr3	79667459	79670592	+	4	3133	2605	LTR7C	HERVH-int	LTR7	HERVH
HERVH_3p12.2a	HERVH_0234	oneside	chr3	80435277	80440590	+	7	5313	4851		HERVH-int	LTR7	HERVH
MER61_3p12.2	MER61_0070	prototype	chr3	82035171	82040824	+	6	5653	4432	MER61A	MER61-int	MER61A	MER61
HERVL_3p12.2	HERVL_0185	prototype	chr3	82807444	82812483	+	5	5039	3487	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVH_3p12.2b	HERVH_0235	oneside	chr3	83403326	83406751	-	4	3425	2887		HERVH-int	LTR7	HERVH
HERVL18_3p12.1	HERVL18_0027	oneside	chr3	83549525	83553971	-	2	4446	4161		HERVL18-int	LTR18A	HERVL18
HERVL_3p12.1a	HERVL_0186	internal	chr3	83602113	83603007	-	1	894	939		HERVL-int		HERVL
MER61_3p12.1a	MER61_0071	internal	chr3	83976783	83983636	+	4	6853	8550		MER61-int		MER61
HERVH_3p12.1a	HERVH_0236	prototype	chr3	84236962	84242555	-	4	5593	5677	LTR7	HERVH-int	LTR7	HERVH
HERVFRD_3p12.1	HERVFRD_0019	oneside	chr3	84271481	84277853	-	6	6372	3875	MER50	MER50-int		HERVFRD
HERVL_3p12.1b	HERVL_0187	prototype	chr3	84514863	84521320	+	4	6457	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_3p12.1c	HERVL_0188	oneside	chr3	86494122	86496351	+	4	2229	1646	MLT2A2	HERVL-int		HERVL
HERVH_3p12.1b	HERVH_0237	prototype	chr3	86586218	86593080	-	5	6862	6282	LTR7	HERVH-int	LTR7	HERVH
MER61_3p12.1b	MER61_0072	prototype	chr3	87190252	87195280	+	6	5028	4176	MER61A	MER61-int	MER61A	MER61
HERVH_3p11.2	HERVH_0238	oneside	chr3	87619881	87624911	+	5	5030	4653		HERVH-int	LTR7	HERVH
HERVI_3p11.2	HERVI_0011	prototype	chr3	87656271	87665345	-	4	9074	7577	LTR10B1	HERVI-int	LTR10B1	HERVI
HERVW_3p11.1	HERVW_0047	oneside	chr3	87989943	87995529	-	4	5586	5100	LTR17	HERV17-int		HERVW
HERVH_3p11.1a	HERVH_0239	oneside	chr3	90120694	90122131	-	2	1437	1493	LTR7B	HERVH-int		HERVH
HERVH_3p11.1b	HERVH_0240	prototype	chr3	90132133	90135878	+	7	3745	2705	LTR7	HERVH-int	LTR7	HERVH
HERVH_3q11.1	HERVH_0241	prototype	chr3	93656898	93662915	+	5	6017	5094	LTR7	HERVH-int	LTR7	HERVH
HERVL_3q11.2a	HERVL_0189	oneside	chr3	94448562	94451669	-	2	3107	2693		HERVL-int	MLT2A1	HERVL
HERVL_3q11.2b	HERVL_0190	prototype	chr3	94605210	94608533	+	4	3323	2395	MLT2A2	HERVL-int	MLT2A2	HERVL
MER61_3q11.2a	MER61_0073	prototype	chr3	95126574	95131791	+	6	5217	4417	MER61C	MER61-int	MER61C	MER61
HERV9_3q11.2a	HERV9_0062	prototype	chr3	95306374	95314880	-	5	8506	5857	LTR12C	HERV9-int	LTR12C	HERV9
HERV9_3q11.2b	HERV9_0063	prototype	chr3	95667506	95670559	-	3	3053	2249	LTR12D	HERV9-int	LTR12_	HERV9
HERV9_3q11.2c	HERV9_0064	prototype	chr3	96016389	96021867	+	4	5478	3613	LTR12	HERV9-int	LTR12	HERV9
HERVW_3q11.2	HERVW_0048	prototype	chr3	96385318	96394288	-	5	8970	6924	LTR17	HERV17-int	LTR17	HERVW
HERVH_3q11.2a	HERVH_0242	prototype	chr3	96991306	96996394	-	7	5088	4299	LTR7	HERVH-int	LTR7	HERVH
HERVL_3q11.2c	HERVL_0191	prototype	chr3	97491869	97494500	-	5	2631	1694	MLT2A1	HERVL-int	MLT2A1	HERVL
MER61_3q11.2b	MER61_0074	prototype	chr3	97828180	97833757	+	6	5577	4417	MER61A	MER61-int	MER61A	MER61
HERVH_3q11.2b	HERVH_0243	prototype	chr3	97909931	97915635	+	4	5704	4964	LTR7	HERVH-int	LTR7	HERVH
HERVH_3q11.2c	HERVH_0244	prototype	chr3	97962765	97968688	+	5	5923	4889	LTR7B	HERVH-int	LTR7B	HERVH
HERVL_3q12.1a	HERVL_0192	prototype	chr3	98348109	98351157	-	3	3048	2472	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_3q12.1b	HERVL_0193	prototype	chr3	98979309	98982911	-	7	3602	2956	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_3q12.1c	HERVL_0194	oneside*	chr3	99956213	99962237	+	5	6024	4687		HERVL-int	MLT2A2	HERVL
HERVS71_3q12.3	HERVS71_0006	prototype	chr3	101350888	101360900	+	3	10012	8905	LTR6A	HERVS71-int	LTR6A	HERVS71
HML2_3q12.3	HML2_0015	prototype	chr3	101410736	101419859	+	4	9123	7242	LTR5_Hs	HERVK-int	LTR5_Hs	HML2
HERVL18_3q12.3	HERVL18_0028	prototype	chr3	102454539	102461037	+	6	6498	5820	LTR18B	HERVL18-int	LTR18A	HERVL18
HML3_3q13.11a	HML3_0039	prototype	chr3	102927784	102934819	+	4	7035	6018	MER9a3	HERVK9-int	MER9a3	HML3
HERVL_3q13.11a	HERVL_0195	oneside	chr3	102997364	103003328	-	3	5964	4023	MLT2A2	HERVL-int		HERVL
HERVL_3q13.11b	HERVL_0196	prototype	chr3	103313345	103319861	-	3	6516	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HML3_3q13.11b	HML3_0040	prototype	chr3	104000275	104006311	-	4	6036	5057	MER9a3	HERVK9-int	MER9a3	HML3
HERVH_3q13.11	HERVH_0245	prototype	chr3	104158771	104164619	-	7	5848	5049	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVL_3q13.11c	HERVL_0197	internal	chr3	104169098	104169883	-	1	785	789		HERVL-int		HERVL
HERVL_3q13.11d	HERVL_0198	prototype	chr3	105319904	105325409	-	8	5505	4600	MLT2A1	HERVL-int	MLT2A1	HERVL
MER61_3q13.11	MER61_0075	oneside	chr3	105974833	105979991	+	8	5158	3903	MER61A	MER61-int		MER61
HERVL_3q13.11e	HERVL_0199	internal	chr3	106077343	106079068	+	1	1725	1724		HERVL-int		HERVL
HERVH_3q13.12a	HERVH_0246	prototype	chr3	106641615	106647219	-	8	5604	4890	LTR7	HERVH-int	LTR7	HERVH
HERVH_3q13.12b	HERVH_0247	prototype	chr3	107288255	107290664	-	4	2409	2076	LTR7B	HERVH-int	LTR7Y	HERVH
HERVL_3q13.13	HERVL_0200	prototype	chr3	109493361	109499796	-	5	6435	5653	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVI_3q13.13	HERVI_0012	prototype	chr3	110683323	110689151	-	4	5828	4101	LTR10C	HERVI-int	LTR10C	HERVI
HERV3_3q13.2	HERV3_0008	internal	chr3	112021325	112026754	+	5	5429	6448		HERV3-int		HERV3
HERVH_3q13.2	HERVH_0248	prototype	chr3	112137258	112142212	-	7	4954	3992	LTR7	HERVH-int	LTR7	HERVH
HERVL_3q13.2	HERVL_0201	oneside	chr3	112412964	112419754	+	3	6790	4270		HERVL-int	MLT2A1	HERVL
HML2_3q13.2	HML2_0016	prototype	chr3	112743123	112752282	-	4	9159	7242	LTR5_Hs	HERVK-int	LTR5_Hs	HML2
HERV9_3q13.2	HERV9_0065	prototype	chr3	113064866	113071347	+	6	6481	3881	LTR12	HERV9-int	LTR12B	HERV9
HERVW_3q13.31	HERVW_0049	oneside	chr3	115463421	115465765	+	4	2344	2429		HERV17-int	LTR17	HERVW
HERVH_3q13.31a	HERVH_0249	prototype	chr3	115512329	115518013	-	8	5684	4884	LTR7	HERVH-int	LTR7	HERVH
HERVH_3q13.31b	HERVH_0250	prototype	chr3	115824203	115830075	-	8	5872	4890	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVL_3q13.31	HERVL_0202	prototype	chr3	116290968	116297326	+	4	6358	5287	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_3q13.32	HERVL_0203	oneside	chr3	118077309	118083416	-	2	6107	5618	MLT2A1	HERVL-int		HERVL
HERVL18_3q13.32	HERVL18_0029	oneside	chr3	118520720	118522212	-	3	1492	1130	LTR18B	HERVL18-int		HERVL18
HERVW_3q13.32	HERVW_0050	internal	chr3	118561514	118570531	+	2	9017	8628		HERV17-int		HERVW
HERVI_3q13.33a	HERVI_0013	prototype	chr3	119758221	119764598	+	6	6377	5018	LTR10G	HERVI-int	LTR10G	HERVI
HERVI_3q13.33b	HERVI_0014	prototype	chr3	120208442	120215009	+	4	6567	8512	LTR10B1	HERVI-int	LTR10B1	HERVI
HERVFRD_3q13.33	HERVFRD_0020	prototype	chr3	120224292	120230756	+	7	6464	5174	MER50	MER50-int	MER50	HERVFRD
HML3_3q13.33	HML3_0041	oneside	chr3	121114340	121118723	-	4	4383	3883	MER9a2	HERVK9-int		HML3
PABLB_3q13.33	PABLB_0012	internal	chr3	121323271	121324811	-	2	1540	1241		PABL_B-int		PABLB
HERVH_3q21.2a	HERVH_0251	prototype	chr3	124471424	124477030	-	8	5606	4891	LTR7Y	HERVH-int	LTR7Y	HERVH
HERV9_3q21.2	HERV9_0066	prototype	chr3	125323168	125326639	+	3	3471	2806	LTR12	HERV9-int	LTR12F	HERV9
HERVL_3q21.2	HERVL_0204	oneside	chr3	125333978	125337587	+	3	3609	2912	MLT2A2	HERVL-int		HERVL
HERVE_3q21.2a	HERVE_0018	oneside	chr3	125412983	125417754	+	2	4771	4518	LTR2C	HERVE-int		HERVE
HERVE_3q21.2b	HERVE_0019	internal	chr3	125435928	125439990	+	1	4062	4057		HERVE-int		HERVE
HERVE_3q21.2c	HERVE_0020	internal	chr3	125458560	125462612	+	1	4052	4057		HERVE-int		HERVE
HERVS71_3q21.2	HERVS71_0007	prototype	chr3	125550782	125558202	+	5	7420	6454	LTR6B	HERVS71-int	LTR6B	HERVS71
